Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.033745,4.507576,[14 14] ; [10 30],[ 9.88235294 18.11764706] ; [14.11764706 25.88235294],0
v4,1,0.077572,3.115047,[28  1] ; [34  7],[25.68571429  3.31428571] ; [36.31428571  4.68571429],0
r1,1,0.103582,2.649508,[23  6] ; [25 16],[19.88571429  9.11428571] ; [28.11428571 12.88571429],0
n4,1,0.113935,2.498772,[22  7] ; [23 17],[18.91304348 10.08695652] ; [26.08695652 13.91304348],0
p1,1,0.124366,2.361462,[ 1 28] ; [ 6 35],[ 2.9 26.1] ; [ 4.1 36.9],0
a2,1,0.13732,2.207738,[ 2 27] ; [ 8 33],[ 4.14285714 24.85714286] ; [ 5.85714286 35.14285714],0
s5,1,0.151592,2.056154,[ 9 18] ; [ 7 32],[ 6.54545455 20.45454545] ; [ 9.45454545 29.54545455],0
n5,1,0.1612,1.962931,[18 11] ; [18 22],[15.13043478 13.86956522] ; [20.86956522 19.13043478],0
u1,1,0.19859,1.652717,[ 5 24] ; [ 3 38],[ 3.31428571 25.68571429] ; [ 4.68571429 36.31428571],0
b3,1,0.236489,1.401401,[ 9 11] ; [ 7 18],[ 7.11111111 12.88888889] ; [ 8.88888889 16.11111111],0
b2,1,0.236489,1.401401,[ 9 11] ; [ 7 18],[ 7.11111111 12.88888889] ; [ 8.88888889 16.11111111],0
d4,1,0.245479,1.348854,[19 10] ; [32  9],[21.12857143  7.87142857] ; [29.87142857 11.12857143],0
p8,1,0.267635,1.228827,[14 14] ; [15 26],[11.76811594 16.23188406] ; [17.23188406 23.76811594],0
r4,1,0.274891,1.192178,[25  4] ; [31 10],[23.2  5.8] ; [32.8  8.2],0
n6,1,0.278194,1.175889,[21  7] ; [25 15],[18.94117647  9.05882353] ; [27.05882353 12.94117647],0
b5,1,0.292999,1.105789,[17 12] ; [29 12],[19.05714286  9.94285714] ; [26.94285714 14.05714286],0
u2,1,0.314736,1.010695,[6 6] ; [ 5 11],[4.71428571 7.28571429] ; [6.28571429 9.71428571],0
r2,1,0.316191,1.004639,[27  2] ; [35  6],[25.68571429  3.31428571] ; [36.31428571  4.68571429],0
a4,1,0.32064,0.986336,[ 8 21] ; [16 25],[ 9.94285714 19.05714286] ; [14.05714286 26.94285714],0
a8,1,0.335446,0.927759,[ 4 21] ; [ 3 34],[ 2.82258065 22.17741935] ; [ 4.17741935 32.82258065],0
n1,1,0.428539,0.626781,[4 5] ; [8 5],[4.90909091 4.09090909] ; [7.09090909 5.90909091],0
p2,1,0.489843,0.476871,[22  7] ; [28 13],[20.71428571  8.28571429] ; [29.28571429 11.71428571],0
p4,1,0.491934,0.472292,[20  9] ; [25 16],[18.64285714 10.35714286] ; [26.35714286 14.64285714],0
u3,1,0.542802,0.37037,[8 4] ; [10  8],[7.2 4.8] ; [10.8  7.2],0
v3,1,0.543518,0.369059,[ 9 20] ; [ 9 28],[ 7.90909091 21.09090909] ; [10.09090909 26.90909091],0
a7,1,0.554491,0.349333,[19 10] ; [24 17],[17.81428571 11.18571429] ; [25.18571429 15.81428571],0
b4,1,0.554491,0.349333,[19 10] ; [24 17],[17.81428571 11.18571429] ; [25.18571429 15.81428571],0
a5,1,0.554491,0.349333,[19 10] ; [24 17],[17.81428571 11.18571429] ; [25.18571429 15.81428571],0
n3,1,0.59536,0.282051,[6 3] ; [10  3],[6.54545455 2.45454545] ; [9.45454545 3.54545455],0
v2,1,0.597826,0.278287,[13 15] ; [16 24],[11.94117647 16.05882353] ; [17.05882353 22.94117647],0
p7,1,0.617354,0.249604,[18 11] ; [23 18],[16.98571429 12.01428571] ; [24.01428571 16.98571429],0
s3,1,0.617961,0.248743,[14 14] ; [23 18],[15.01449275 12.98550725] ; [21.98550725 19.01449275],0
s1,1,0.655775,0.198696,[ 3 26] ; [ 3 38],[ 2.48571429 26.51428571] ; [ 3.51428571 37.48571429],0
s6,1,0.656791,0.197445,[16 12] ; [25 15],[16.88235294 11.11764706] ; [24.11764706 15.88235294],0
p6,1,0.70124,0.147185,[10 17] ; [13 27],[ 9.26865672 17.73134328] ; [13.73134328 26.26865672],0
d5,1,0.710909,0.13737,[21  8] ; [28 13],[20.3  8.7] ; [28.7 12.3],0
d3,1,0.717485,0.130915,[15 14] ; [23 18],[15.74285714 13.25714286] ; [22.25714286 18.74285714],0
a1,1,0.771094,0.084648,[ 1 28] ; [ 2 39],[ 1.24285714 27.75714286] ; [ 1.75714286 39.24285714],0
d2,1,0.779344,0.078497,[13 16] ; [17 24],[12.42857143 16.57142857] ; [17.57142857 23.42857143],0
d1,1,0.779344,0.078497,[13 16] ; [17 24],[12.42857143 16.57142857] ; [17.57142857 23.42857143],0
r3,1,0.810575,0.057449,[26  3] ; [36  5],[25.68571429  3.31428571] ; [36.31428571  4.68571429],0
p5,1,0.810575,0.057449,[ 3 26] ; [ 5 36],[ 3.31428571 25.68571429] ; [ 4.68571429 36.31428571],0
v1,1,0.833566,0.044155,[12 17] ; [18 23],[12.42857143 16.57142857] ; [17.57142857 23.42857143],0
a3,1,0.833566,0.044155,[17 12] ; [23 18],[16.57142857 12.42857143] ; [23.42857143 17.57142857],0
b1,1,0.842957,0.039249,[17 12] ; [25 16],[17.4 11.6] ; [24.6 16.4],0
s4,1,0.857185,0.032385,[ 6 23] ; [ 9 31],[ 6.30434783 22.69565217] ; [ 8.69565217 31.30434783],0
s7,1,0.905423,0.014117,[11 17] ; [14 23],[10.76923077 17.23076923] ; [14.23076923 22.76923077],0
s2,1,0.930579,0.007589,[13 15] ; [19 21],[13.17647059 14.82352941] ; [18.82352941 21.17647059],0
p9,1,0.941075,0.005464,[10 18] ; [15 26],[10.14492754 17.85507246] ; [14.85507246 26.14492754],0
n2,1,0.962486,0.002212,[7 2] ; [10  3],[6.95454545 2.04545455] ; [10.04545455  2.95454545],0
a6,1,0.966808,0.001732,[15 14] ; [21 20],[14.91428571 14.08571429] ; [21.08571429 19.91428571],0
