Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,47.602281,[228  48] ; [51 56],[201.05483029  74.94516971] ; [77.94516971 29.05483029],1
p9,1,0.0,32.053131,[232  44] ; [60 46],[210.97382199  65.02617801] ; [81.02617801 24.97382199],1
r3,1,0.0,25.99302,[263  15] ; [84 25],[249.26614987  28.73385013] ; [97.73385013 11.26614987],1
p2,1,1e-06,23.928327,[233  43] ; [67 42],[215.06493506  60.93506494] ; [84.93506494 24.06493506],1
n6,1,6e-06,20.479795,[236  41] ; [71 39],[219.73901809  57.26098191] ; [87.26098191 22.73901809],1
r4,1,2.2e-05,17.972273,[256  22] ; [84 26],[243.60824742  34.39175258] ; [96.39175258 13.60824742],1
v4,1,5.7e-05,16.184015,[268   8] ; [95 15],[259.55440415  16.44559585] ; [103.44559585   6.55440415],1
p4,1,0.000318,12.959688,[163 114] ; [42 67],[147.11139896 129.88860104] ; [57.88860104 51.11139896],1
p8,1,0.000339,12.842641,[146 130] ; [36 74],[130.13471503 145.86528497] ; [51.86528497 58.13471503],1
b1,1,0.000407,12.500231,[102 176] ; [62 48],[117.50515464 160.49484536] ; [46.49484536 63.50515464],1
p7,1,0.00155,10.018797,[164 105] ; [47 62],[150.15608466 118.84391534] ; [60.84391534 48.15608466],0
n4,1,0.004951,7.897232,[215  63] ; [69 40],[204.01033592  73.98966408] ; [79.98966408 29.01033592],0
a1,1,0.008729,6.877446,[  8 270] ; [ 10 100],[ 12.89690722 265.10309278] ; [  5.10309278 104.89690722],0
s6,1,0.010144,6.609474,[179  92] ; [56 52],[168.03430079 102.96569921] ; [66.96569921 41.03430079],0
p6,1,0.011355,6.408864,[102 173] ; [26 84],[ 91.42857143 183.57142857] ; [36.57142857 73.42857143],0
s8,1,0.021166,5.313064,[111 166] ; [30 79],[101.18393782 175.81606218] ; [39.81606218 69.18393782],0
s2,1,0.045056,4.016555,[136 139] ; [42 68],[127.14285714 147.85714286] ; [50.85714286 59.14285714],0
r1,1,0.045836,3.987619,[213  65] ; [72 36],[205.25906736  72.74093264] ; [79.74093264 28.25906736],0
a5,1,0.049036,3.874133,[191  87] ; [64 46],[182.70618557  95.29381443] ; [72.29381443 37.70618557],0
d4,1,0.049512,3.857908,[217  60] ; [75 34],[209.54404145  67.45595855] ; [82.45595855 26.54404145],0
p3,1,0.057305,3.613707,[126 151] ; [38 71],[117.68911917 159.31088083] ; [46.31088083 62.68911917],0
d2,1,0.061936,3.484765,[117 160] ; [57 51],[125.18961039 151.81038961] ; [48.81038961 59.18961039],0
s1,1,0.063916,3.432743,[ 12 263] ; [10 98],[ 15.79634465 259.20365535] ; [  6.20365535 101.79634465],0
n5,1,0.096984,2.754459,[207  70] ; [73 37],[200.41343669  76.58656331] ; [79.58656331 30.41343669],0
s7,1,0.102271,2.669766,[122 145] ; [37 65],[115.04878049 151.95121951] ; [43.95121951 58.04878049],0
u3,1,0.123812,2.368421,[61 34] ; [20 20],[57. 38.] ; [24. 16.],0
a6,1,0.132038,2.268378,[181  97] ; [62 47],[174.55813953 103.44186047] ; [68.44186047 40.55813953],0
s3,1,0.150563,2.066535,[156 119] ; [53 56],[149.67447917 125.32552083] ; [59.32552083 49.67447917],0
u2,1,0.158212,1.99123,[53 42] ; [17 23],[49.25925926 45.74074074] ; [20.74074074 19.25925926],0
n1,1,0.15895,1.98419,[23 40] ; [23 23],[26.58715596 36.41284404] ; [19.41284404 26.58715596],0
v1,1,0.182411,1.777874,[112 159] ; [37 72],[106.26052632 164.73947368] ; [42.73947368 66.26052632],0
p1,1,0.189401,1.722274,[ 23 252] ; [14 96],[ 26.42857143 248.57142857] ; [10.57142857 99.42857143],0
d1,1,0.247334,1.338302,[147 131] ; [51 59],[141.86597938 136.13402062] ; [56.13402062 53.86597938],0
p12,1,0.252158,1.311308,[ 15 260] ; [  3 107],[ 12.85714286 262.14285714] ; [  5.14285714 104.85714286],0
d5,1,0.252289,1.310585,[213  64] ; [77 31],[208.64935065  68.35064935] ; [81.35064935 26.64935065],0
v3,1,0.259779,1.269936,[ 48 225] ; [24 82],[ 51.86279683 221.13720317] ; [20.13720317 85.86279683],0
b2,1,0.315463,1.007664,[ 65 110] ; [17 40],[ 61.85344828 113.14655172] ; [20.14655172 36.85344828],0
b3,1,0.315463,1.007664,[ 65 110] ; [17 40],[ 61.85344828 113.14655172] ; [20.14655172 36.85344828],0
a8,1,0.330749,0.945963,[ 31 225] ; [ 9 96],[ 28.36565097 227.63434903] ; [11.63434903 93.36565097],0
b4,1,0.405839,0.690957,[157 121] ; [57 53],[153.32989691 124.67010309] ; [60.67010309 49.32989691],0
d3,1,0.443142,0.588133,[178 100] ; [64 43],[174.74285714 103.25714286] ; [67.25714286 39.74285714],0
a7,1,0.463547,0.537316,[183  95] ; [76 33],[186.05167959  91.94832041] ; [72.94832041 36.05167959],0
a2,1,0.469852,0.522324,[ 57 221] ; [19 91],[ 54.45360825 223.54639175] ; [21.54639175 88.45360825],0
s5,1,0.506916,0.440429,[ 87 184] ; [30 75],[ 84.32712766 186.67287234] ; [32.67287234 72.32712766],0
u4,1,0.560749,0.338409,[  3 275] ; [  2 108],[  3.58247423 274.41752577] ; [  1.41752577 108.58247423],0
n2,1,0.58975,0.290734,[45 18] ; [32 16],[43.7027027 19.2972973] ; [33.2972973 14.7027027],0
a4,1,0.600298,0.274547,[121 156] ; [44 64],[118.71428571 158.28571429] ; [46.28571429 61.71428571],0
n3,1,0.676774,0.17378,[41 21] ; [28 17],[39.98130841 22.01869159] ; [29.01869159 15.98130841],0
u1,1,0.736532,0.113198,[ 39 239] ; [14 96],[ 37.9742268 240.0257732] ; [15.0257732 94.9742268],0
a3,1,0.804174,0.061479,[183  95] ; [69 38],[181.96363636  96.03636364] ; [70.03636364 36.96363636],0
p5,1,0.806596,0.059937,[ 30 244] ; [11 98],[ 29.33159269 244.66840731] ; [11.66840731 97.33159269],0
b5,1,0.828257,0.047062,[166 112] ; [67 43],[166.94329897 111.05670103] ; [66.05670103 43.94329897],0
s4,1,0.944105,0.004916,[ 56 216] ; [23 87],[ 56.2513089 215.7486911] ; [22.7486911 87.2513089],0
