Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.6e-05,16.593812,[73 66] ; [219  84],[91.8280543 47.1719457] ; [200.1719457 102.8280543],1
p5,1,0.000245,13.448826,[ 10 130] ; [ 64 239],[ 23.38600451 116.61399549] ; [ 50.61399549 252.38600451],1
p12,1,0.001352,10.269745,[  5 136] ; [ 41 263],[ 14.5752809 126.4247191] ; [ 31.4247191 272.5752809],0
p10,1,0.002929,8.851284,[111  28] ; [274  30],[120.8013544  18.1986456] ; [264.1986456  39.8013544],0
p9,1,0.003896,8.331701,[114  25] ; [278  26],[122.99774266  16.00225734] ; [269.00225734  34.99774266],0
n4,1,0.008552,6.914172,[108  33] ; [264  41],[117.60538117  23.39461883] ; [254.39461883  50.60538117],0
p6,1,0.01368,6.078925,[57 82] ; [162 140],[69.02721088 69.97278912] ; [149.97278912 152.02721088],0
u1,1,0.019097,5.492567,[ 24 117] ; [ 83 222],[ 33.82735426 107.17264574] ; [ 73.17264574 231.82735426],0
p7,1,0.022389,5.215326,[94 45] ; [235  67],[103.6984127  35.3015873] ; [225.3015873  76.6984127],0
a3,1,0.038228,4.294855,[96 45] ; [235  69],[104.87865169  36.12134831] ; [226.12134831  77.87865169],0
v3,1,0.048322,3.898749,[51 82] ; [142 150],[60.39764706 72.60235294] ; [132.60235294 159.39764706],0
b1,1,0.057733,3.601346,[45 96] ; [126 179],[54.06053812 86.93946188] ; [116.93946188 188.06053812],0
s7,1,0.07648,3.138167,[70 67] ; [171 113],[78.42517815 58.57482185] ; [162.57482185 121.42517815],0
s5,1,0.079159,3.082076,[45 91] ; [123 170],[53.25874126 82.74125874] ; [114.74125874 178.25874126],0
p11,1,0.089155,2.889564,[110  31] ; [258  47],[116.34080717  24.65919283] ; [251.65919283  53.34080717],0
n6,1,0.095723,2.775396,[118  22] ; [273  31],[123.28828829  16.71171171] ; [267.71171171  36.28828829],0
n5,1,0.135887,2.223932,[109  32] ; [253  51],[114.7011236  26.2988764] ; [247.2988764  56.7011236],0
b5,1,0.145545,2.118336,[88 53] ; [168 137],[80.93273543 60.06726457] ; [175.06726457 129.93273543],0
u4,1,0.156522,2.007514,[  2 139] ; [ 12 293],[  4.42600897 136.57399103] ; [  9.57399103 295.42600897],0
v2,1,0.161635,1.958861,[77 60] ; [186 108],[83.59860789 53.40139211] ; [179.40139211 114.59860789],0
s8,1,0.181221,1.787585,[66 74] ; [163 139],[72.53393665 67.46606335] ; [156.46606335 145.53393665],0
s1,1,0.191363,1.707096,[  7 131] ; [  8 295],[  4.69387755 133.30612245] ; [ 10.30612245 292.69387755],0
p1,1,0.207056,1.591891,[ 12 129] ; [ 38 264],[ 15.91422122 125.08577878] ; [ 34.08577878 267.91422122],0
d2,1,0.215799,1.532088,[72 68] ; [176 129],[78.02247191 61.97752809] ; [169.97752809 135.02247191],0
r4,1,0.252521,1.309302,[135   6] ; [298   7],[136.89013453   4.10986547] ; [296.10986547   8.89013453],0
a1,1,0.253037,1.306459,[  4 137] ; [ 16 289],[  6.32286996 134.67713004] ; [ 13.67713004 291.32286996],0
d1,1,0.293234,1.104713,[90 51] ; [210  95],[94.84304933 46.15695067] ; [205.15695067  99.84304933],0
a6,1,0.303019,1.060859,[94 47] ; [218  87],[98.6367713 42.3632287] ; [213.3632287  91.6367713],0
b3,1,0.313352,1.016496,[31 58] ; [ 81 116],[34.85314685 54.14685315] ; [ 77.14685315 119.85314685],0
b2,1,0.313352,1.016496,[31 58] ; [ 81 116],[34.85314685 54.14685315] ; [ 77.14685315 119.85314685],0
d3,1,0.313957,1.013958,[112  29] ; [229  76],[107.80493274  33.19506726] ; [233.19506726  71.80493274],0
a2,1,0.323592,0.974374,[ 37 104] ; [ 94 211],[41.41479821 99.58520179] ; [ 89.58520179 215.41479821],0
n3,1,0.328854,0.953405,[21 10] ; [35 10],[22.84210526  8.15789474] ; [33.15789474 11.84210526],0
s6,1,0.3435,0.897325,[101  38] ; [229  69],[104.96567506  34.03432494] ; [225.03432494  72.96567506],0
p2,1,0.353748,0.859965,[125  16] ; [277  26],[127.66216216  13.33783784] ; [274.33783784  28.66216216],0
r2,1,0.357361,0.847147,[134   6] ; [295   8],[135.57562077   4.42437923] ; [293.42437923   9.57562077],0
d5,1,0.372597,0.794984,[119  22] ; [266  38],[121.98876404  19.01123596] ; [263.01123596  40.98876404],0
s3,1,0.406372,0.689391,[78 59] ; [184 117],[81.94977169 55.05022831] ; [180.05022831 120.94977169],0
s4,1,0.420859,0.647916,[ 22 117] ; [ 57 243],[ 25.01366743 113.98633257] ; [ 53.98633257 246.01366743],0
s2,1,0.450058,0.570507,[74 64] ; [173 128],[77.64464692 60.35535308] ; [169.35535308 131.64464692],0
v4,1,0.451209,0.567613,[136   5] ; [297   7],[137.19775281   3.80224719] ; [295.80224719   8.19775281],0
u2,1,0.457749,0.551394,[24 19] ; [44 26],[25.87610619 17.12389381] ; [42.12389381 27.87610619],0
a4,1,0.547277,0.362218,[68 72] ; [157 147],[70.94594595 69.05405405] ; [154.05405405 149.94594595],0
n1,1,0.554121,0.349986,[10 22] ; [17 28],[11.22077922 20.77922078] ; [15.77922078 29.22077922],0
b4,1,0.56453,0.33192,[81 60] ; [184 121],[83.77802691 57.22197309] ; [181.22197309 123.77802691],0
d4,1,0.617205,0.249816,[119  22] ; [262  42],[120.72134831  20.27865169] ; [260.27865169  43.72134831],0
u3,1,0.636588,0.223233,[27 16] ; [47 23],[28.15929204 14.84070796] ; [45.84070796 24.15929204],0
a8,1,0.641373,0.216951,[ 15 110] ; [ 37 233],[ 16.4556962 108.5443038] ; [ 35.5443038 234.4556962],0
v1,1,0.692673,0.156207,[83 56] ; [182 113],[84.87327189 54.12672811] ; [180.12672811 114.87327189],0
r3,1,0.746322,0.104648,[138   3] ; [295   8],[137.50675676   3.49324324] ; [295.49324324   7.50675676],0
n2,1,0.820701,0.051367,[22  9] ; [33 12],[22.43421053  8.56578947] ; [32.56578947 12.43421053],0
a5,1,0.834046,0.043897,[113  28] ; [247  58],[113.81165919  27.18834081] ; [246.18834081  58.81165919],0
a7,1,0.938343,0.005983,[109  32] ; [234  70],[108.68089888  32.31910112] ; [234.31910112  69.68089888],0
