Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.108486,[369  36] ; [12 18],[354.72413793  50.27586207] ; [26.27586207  3.72413793],1
r3,1,0.0,44.34082,[385  19] ; [19 11],[376.07373272  27.92626728] ; [27.92626728  2.07373272],1
r1,1,5e-06,20.788089,[320  82] ; [13 17],[309.875  92.125] ; [23.125  6.875],1
p9,1,1.7e-05,18.464741,[312  87] ; [13 17],[302.27272727  96.72727273] ; [22.72727273  7.27272727],1
p2,1,0.000113,14.909527,[291 113] ; [11 18],[281.77367206 122.22632794] ; [20.22632794  8.77367206],1
n6,1,0.000114,14.894502,[324  80] ; [15 15],[315.56682028  88.43317972] ; [23.43317972  6.56682028],1
p10,1,0.000115,14.879832,[292 107] ; [12 18],[282.74125874 116.25874126] ; [21.25874126  8.74125874],1
p11,1,0.000177,14.061564,[283 122] ; [11 19],[273.72413793 131.27586207] ; [20.27586207  9.72413793],1
s6,1,0.000485,12.174099,[256 146] ; [ 9 20],[247.16937355 154.83062645] ; [17.83062645 11.16937355],1
b1,1,0.000569,11.876368,[154 251] ; [21  9],[162.93103448 242.06896552] ; [12.06896552 17.93103448],1
u2,1,0.001404,10.200531,[67 46] ; [ 1 10],[61.96774194 51.03225806] ; [6.03225806 4.96774194],0
a7,1,0.002005,9.545061,[284 119] ; [13 17],[276.42263279 126.57736721] ; [20.57736721  9.42263279],0
s2,1,0.003762,8.395316,[203 197] ; [ 7 23],[195.34883721 204.65116279] ; [14.65116279 15.34883721],0
a1,1,0.003896,8.331838,[ 18 387] ; [ 5 25],[ 21.4137931 383.5862069] ; [ 1.5862069 28.4137931],0
s8,1,0.00562,7.668212,[156 248] ; [ 4 26],[148.94009217 255.05990783] ; [11.05990783 18.94009217],0
n2,1,0.016756,5.721783,[92 33] ; [6 8],[88.1294964 36.8705036] ; [9.8705036 4.1294964],0
u3,1,0.017819,5.613893,[74 42] ; [3 8],[70.33070866 45.66929134] ; [6.66929134 4.33070866],0
a5,1,0.028033,4.826011,[281 124] ; [15 15],[275.5862069 129.4137931] ; [20.4137931  9.5862069],0
u1,1,0.030766,4.66595,[ 77 328] ; [ 1 29],[ 72.62068966 332.37931034] ; [ 5.37931034 24.62068966],0
p7,1,0.042984,4.096034,[167 229] ; [ 7 23],[161.74647887 234.25352113] ; [12.25352113 17.74647887],0
b5,1,0.044654,4.031643,[263 142] ; [14 16],[257.89655172 147.10344828] ; [19.10344828 10.89655172],0
p1,1,0.065011,3.40469,[ 21 383] ; [ 4 26],[ 23.2718894 380.7281106] ; [ 1.7281106 28.2718894],0
a6,1,0.065135,3.401552,[281 123] ; [16 14],[276.47004608 127.52995392] ; [20.52995392  9.47004608],0
v1,1,0.066724,3.361835,[185 206] ; [ 9 21],[180.17577197 210.82422803] ; [13.82422803 16.17577197],0
d4,1,0.08609,2.946009,[322  81] ; [20 10],[318.30484988  84.69515012] ; [23.69515012  6.30484988],0
n3,1,0.086995,2.929127,[94 30] ; [7 6],[91.41605839 32.58394161] ; [9.58394161 3.41605839],0
n1,1,0.13453,2.239437,[45 78] ; [8 6],[47.58394161 75.41605839] ; [5.41605839 8.58394161],0
s7,1,0.152972,2.042358,[170 219] ; [ 8 19],[166.44711538 222.55288462] ; [11.55288462 15.44711538],0
p4,1,0.158701,1.986562,[174 229] ; [ 9 21],[170.32101617 232.67898383] ; [12.67898383 17.32101617],0
d3,1,0.172216,1.863548,[264 138] ; [16 14],[260.55555556 141.44444444] ; [19.44444444 10.55555556],0
s3,1,0.187445,1.737585,[223 177] ; [13 17],[219.53488372 180.46511628] ; [16.46511628 13.53488372],0
a2,1,0.271712,1.208084,[104 301] ; [ 5 25],[101.48275862 303.51724138] ; [ 7.51724138 22.48275862],0
d2,1,0.323441,0.974982,[197 204] ; [17 12],[199.56744186 201.43255814] ; [14.43255814 14.56744186],0
a3,1,0.355567,0.853491,[288 116] ; [19 11],[285.77880184 118.22119816] ; [21.22119816  8.77880184],0
v2,1,0.392616,0.730826,[197 186] ; [13 17],[194.74576271 188.25423729] ; [15.25423729 14.74576271],0
s5,1,0.41447,0.665941,[111 277] ; [ 6 22],[109.125 278.875] ; [ 7.875 20.125],0
v3,1,0.418786,0.65372,[134 249] ; [ 8 21],[132.00485437 250.99514563] ; [ 9.99514563 19.00485437],0
n5,1,0.514797,0.424304,[271 130] ; [22  8],[272.60556845 128.39443155] ; [20.39443155  9.60556845],0
u4,1,0.527848,0.398533,[  7 398] ; [ 1 29],[  7.44827586 397.55172414] ; [ 0.55172414 29.44827586],0
p3,1,0.532471,0.389674,[144 260] ; [ 9 21],[142.42396313 261.57603687] ; [10.57603687 19.42396313],0
p5,1,0.536747,0.381602,[ 17 382] ; [ 2 28],[ 17.67132867 381.32867133] ; [ 1.32867133 28.67132867],0
n4,1,0.541125,0.373459,[288 115] ; [23  7],[289.45265589 113.54734411] ; [21.54734411  8.45265589],0
s4,1,0.563525,0.333638,[ 70 331] ; [ 4 26],[ 68.84918794 332.15081206] ; [ 5.15081206 24.84918794],0
d5,1,0.721447,0.12711,[320  83] ; [23  7],[319.23556582  83.76443418] ; [23.76443418  6.23556582],0
b3,1,0.740908,0.10933,[ 93 150] ; [ 8 11],[ 93.67557252 149.32442748] ; [ 7.32442748 11.67557252],0
b2,1,0.740908,0.10933,[ 93 150] ; [ 8 11],[ 93.67557252 149.32442748] ; [ 7.32442748 11.67557252],0
s1,1,0.75844,0.094575,[ 18 379] ; [ 1 29],[ 17.66510539 379.33489461] ; [ 1.33489461 28.66510539],0
b4,1,0.760003,0.093316,[241 164] ; [17 13],[240.20689655 164.79310345] ; [17.79310345 12.20689655],0
p6,1,0.762452,0.091363,[ 93 309] ; [ 6 23],[ 92.3387471 309.6612529] ; [ 6.6612529 22.3387471],0
a4,1,0.798513,0.065164,[191 213] ; [13 16],[190.33718245 213.66281755] ; [13.66281755 15.33718245],0
a8,1,0.855574,0.033128,[ 41 329] ; [ 3 27],[ 40.7 329.3] ; [ 3.3 26.7],0
d1,1,0.958251,0.00274,[218 187] ; [16 14],[217.86206897 187.13793103] ; [16.13793103 13.86206897],0
