Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000683,11.534812,[12  4] ; [11 31],[6.34482759 9.65517241] ; [16.65517241 25.34482759],1
b4,1,0.001758,9.786088,[14  2] ; [18 25],[8.6779661 7.3220339] ; [23.3220339 19.6779661],0
p9,1,0.004251,8.173375,[9 6] ; [ 8 32],[ 4.63636364 10.36363636] ; [12.36363636 27.63636364],0
n6,1,0.004321,8.143885,[11  4] ; [13 29],[6.31578947 8.68421053] ; [17.68421053 24.31578947],0
s8,1,0.005433,7.729457,[ 4 12] ; [ 1 42],[ 1.3559322 14.6440678] ; [ 3.6440678 39.3559322],0
s7,1,0.010034,6.628788,[7 9] ; [ 5 35],[ 3.42857143 12.57142857] ; [ 8.57142857 31.42857143],0
v2,1,0.012687,6.212206,[9 6] ; [10 31],[5.08928571 9.91071429] ; [13.91071429 27.08928571],0
p10,1,0.018635,5.535457,[9 7] ; [10 32],[ 5.24137931 10.75862069] ; [13.75862069 28.24137931],0
n3,1,0.043871,4.061538,[7 4] ; [ 6 16],[4.33333333 6.66666667] ; [ 8.66666667 13.33333333],0
n2,1,0.057015,3.622159,[9 3] ; [ 9 13],[6.35294118 5.64705882] ; [11.64705882 10.35294118],0
b3,1,0.081062,3.043481,[2 8] ; [15 14],[4.35897436 5.64102564] ; [12.64102564 16.35897436],0
b2,1,0.081062,3.043481,[2 8] ; [15 14],[4.35897436 5.64102564] ; [12.64102564 16.35897436],0
d2,1,0.085733,2.952727,[12  4] ; [21 21],[9.10344828 6.89655172] ; [23.89655172 18.10344828],0
s5,1,0.089806,2.877853,[ 3 13] ; [ 2 40],[ 1.37931034 14.62068966] ; [ 3.62068966 38.37931034],0
d1,1,0.115465,2.477787,[10  6] ; [17 26],[7.3220339 8.6779661] ; [19.6779661 23.3220339],0
n5,1,0.119737,2.420755,[13  3] ; [25 17],[10.48275862  5.51724138] ; [27.51724138 14.48275862],0
p5,1,0.11989,2.418759,[ 2 14] ; [ 1 41],[ 0.82758621 15.17241379] ; [ 2.17241379 39.82758621],0
s6,1,0.129376,2.299977,[ 5 11] ; [ 6 37],[ 2.98305085 13.01694915] ; [ 8.01694915 34.98305085],0
p8,1,0.140764,2.169591,[ 5 11] ; [ 6 36],[ 3.03448276 12.96551724] ; [ 7.96551724 34.03448276],0
v1,1,0.146415,2.109205,[6 9] ; [ 9 34],[ 3.87931034 11.12068966] ; [11.12068966 31.87931034],0
b1,1,0.158117,1.992143,[ 6 10] ; [25 18],[8.40677966 7.59322034] ; [22.59322034 20.40677966],0
d4,1,0.17732,1.819941,[13  3] ; [27 16],[10.84745763  5.15254237] ; [29.15254237 13.84745763],0
a1,1,0.1815,1.785296,[ 1 15] ; [ 9 34],[ 2.71186441 13.28813559] ; [ 7.28813559 35.71186441],0
p3,1,0.218286,1.515603,[ 4 12] ; [ 5 37],[ 2.48275862 13.51724138] ; [ 6.51724138 35.48275862],0
u3,1,0.291699,1.111765,[2 2] ; [ 4 13],[1.14285714 2.85714286] ; [ 4.85714286 12.14285714],0
p6,1,0.311419,1.024649,[ 2 14] ; [ 2 39],[ 1.12280702 14.87719298] ; [ 2.87719298 38.12280702],0
a8,1,0.324872,0.969231,[ 2 14] ; [ 2 38],[ 1.14285714 14.85714286] ; [ 2.85714286 37.14285714],0
p4,1,0.334307,0.932143,[ 4 12] ; [ 6 36],[ 2.75862069 13.24137931] ; [ 7.24137931 34.75862069],0
a3,1,0.348353,0.879449,[12  4] ; [26 16],[10.48275862  5.51724138] ; [27.51724138 14.48275862],0
r1,1,0.352731,0.863609,[ 3 13] ; [13 29],[ 4.4137931 11.5862069] ; [11.5862069 30.4137931],0
p7,1,0.423587,0.640342,[ 4 11] ; [ 7 34],[ 2.94642857 12.05357143] ; [ 8.05357143 32.94642857],0
v3,1,0.434663,0.610332,[ 5 11] ; [ 9 33],[ 3.86206897 12.13793103] ; [10.13793103 31.86206897],0
s2,1,0.444476,0.584699,[ 4 12] ; [ 7 36],[ 2.98305085 13.01694915] ; [ 8.01694915 34.98305085],0
u1,1,0.498263,0.458635,[ 2 14] ; [ 3 40],[ 1.3559322 14.6440678] ; [ 3.6440678 39.3559322],0
d3,1,0.505928,0.44248,[9 7] ; [20 23],[7.86440678 8.13559322] ; [21.13559322 21.86440678],0
d5,1,0.558513,0.342286,[11  5] ; [26 17],[10.03389831  5.96610169] ; [26.96610169 16.03389831],0
a2,1,0.648711,0.207529,[ 3 13] ; [ 6 37],[ 2.44067797 13.55932203] ; [ 6.55932203 36.44067797],0
p1,1,0.648711,0.207529,[ 3 13] ; [ 6 37],[ 2.44067797 13.55932203] ; [ 6.55932203 36.44067797],0
r2,1,0.655306,0.199275,[8 7] ; [24 16],[8.72727273 6.27272727] ; [23.27272727 16.72727273],0
s3,1,0.656236,0.198128,[ 4 12] ; [13 29],[ 4.68965517 11.31034483] ; [12.31034483 29.68965517],0
b5,1,0.690257,0.158807,[8 8] ; [19 24],[7.3220339 8.6779661] ; [19.6779661 23.3220339],0
s1,1,0.69527,0.153439,[ 2 14] ; [ 7 35],[ 2.48275862 13.51724138] ; [ 6.51724138 35.48275862],0
a5,1,0.761799,0.091881,[10  6] ; [25 18],[9.49152542 6.50847458] ; [25.50847458 17.49152542],0
v4,1,0.835939,0.042887,[ 6 10] ; [17 25],[6.34482759 9.65517241] ; [16.65517241 25.34482759],0
a4,1,0.835939,0.042887,[ 6 10] ; [17 25],[6.34482759 9.65517241] ; [16.65517241 25.34482759],0
a6,1,0.849865,0.035831,[9 7] ; [23 20],[8.6779661 7.3220339] ; [23.3220339 19.6779661],0
u2,1,0.860503,0.030882,[1 3] ; [ 5 12],[1.14285714 2.85714286] ; [ 4.85714286 12.14285714],0
s4,1,0.884728,0.021019,[ 2 14] ; [ 6 37],[ 2.16949153 13.83050847] ; [ 5.83050847 37.16949153],0
n1,1,0.965787,0.00184,[5 7] ; [ 9 13],[4.94117647 7.05882353] ; [ 9.05882353 12.94117647],0
n4,1,0.966693,0.001744,[10  6] ; [26 16],[9.93103448 6.06896552] ; [26.06896552 15.93103448],0
a7,1,1.0,0.0,[8 8] ; [21 21],[8. 8.] ; [21. 21.],0
